Dateiname,Dateigröße,Datum,LRH,Nicht-LRH,Schlussfolgerung,Model
"571102RA — HCO Bulletin — Objective Rundown, An  [B127-008].txt",2743,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
741201 — HCO Bulletin — Word Clearing Lists for Prepared Lists  [B052-068].txt,4115,17-10-24 14:45,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-large
570611 — HCO Bulletin — Training and CCH Processes  [B021-030].txt,40463,17-10-24 14:45,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
770121RA — HCO Bulletin — False TA Checklist  [B174-022].txt,16588,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
720720 Issue 1 — HCO Bulletin — Primary Correction Rundown Handling  [B012-135].txt,5467,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
591223 — HCO Bulletin — Responsibility  [B133-072].txt,4137,17-10-24 14:45,0.9994,0.0006,Wahrscheinlich LRH,roberta-large
680520 — HCO Bulletin — Overt-Motivator Sequence  [B008-015].txt,5088,17-10-24 14:45,0.0072,0.9928,Wahrscheinlich Nicht-LRH,roberta-large
711124 — HCO Bulletin — Pressure Somatics in Dianetics  [B047-010].txt,1622,17-10-24 14:45,0.0016,0.9984,Wahrscheinlich Nicht-LRH,roberta-large
"601107 — HCO Bulletin — Bulletin Check List (WE November 5, 1960)  [B024-220].txt",1884,17-10-24 14:45,0.0289,0.9711,Wahrscheinlich Nicht-LRH,roberta-large
600124 — HCO Bulletin — OT Procedure  [B024-020].txt,1640,17-10-24 14:45,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
"600707 — HCO Bulletin — Assessment of Help, The  [B114-013].txt",6227,17-10-24 14:45,0.1855,0.8145,Wahrscheinlich Nicht-LRH,roberta-large
"700821 — HCO Bulletin — Session Grading - Well Done, Definition Of  [B010-100].txt",5154,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
650604 — HCO Bulletin — Class II Model Session  [B148-008].txt,5968,17-10-24 14:45,0.0970,0.9030,Wahrscheinlich Nicht-LRH,roberta-large
"650310 — HCO Bulletin — Words, Misunderstood Goofs  [B168-050].txt",2948,17-10-24 14:45,0.9997,0.0003,Wahrscheinlich LRH,roberta-large
720831 Issue 3 — HCO Bulletin — Mid-Confessional Short Assessment  [B050-015].txt,2024,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
730324 — HCO Bulletin — PTS Rundown Errors  [B013-007].txt,2031,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
711023 Issue 2 — HCO Bulletin — Personnel Programming Technology  [B046-028].txt,4973,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
691003 — HCO Bulletin — Dianetic Remedies  [B159-047].txt,5792,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
671011 — HCO Bulletin — Clay Table Training  [B007-015].txt,2988,17-10-24 14:45,0.7580,0.2420,Wahrscheinlich LRH,roberta-large
"781229R — HCO Bulletin — Suppressed Person Rundown - A Magical New Rundown, The  [B061-037].txt",10907,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600325 — HCO Bulletin — Promotion for the PE and Co-Audit  [B024-086].txt,1794,17-10-24 14:45,0.8090,0.1910,Wahrscheinlich LRH,roberta-large
730120R — HCO Bulletin Attachment — Example - PC Examiner Red Tag Log Book  [B051-023].txt,613,17-10-24 14:45,0.0127,0.9873,Wahrscheinlich Nicht-LRH,roberta-large
600328 — HCO Bulletin — Letter from Wing and Smokey Angell  [B134-005].txt,2051,17-10-24 14:45,0.0483,0.9517,Wahrscheinlich Nicht-LRH,roberta-large
820413 — HCO Bulletin — Still Needle and Confessionals  [B061-012].txt,2176,17-10-24 14:45,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
721228R — HCO Bulletin — Auditor's Rights Addition  [B051-021].txt,2317,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
800630R — HCO Bulletin — Student Rehabilitation List Words  [B059-011].txt,3207,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
610202 — HCO Bulletin — UK Cases Different  [B037-009].txt,2374,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
711005 — HCO Bulletin — FNing Auditors  [B046-004].txt,1836,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
750423RA — HCO Bulletin — Vanishing Cream and False TA  [B055-039].txt,3028,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
640707 — HCO Bulletin — Justifications  [B030-006].txt,2003,17-10-24 14:45,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-large
"690519 — HCO Bulletin — Health Form, Use Of - A Brief Description of Auditing  [B159-024].txt",6902,17-10-24 14:45,0.2676,0.7324,Wahrscheinlich Nicht-LRH,roberta-large
600115 — HCO Bulletin — PAB Mailings  [B024-010].txt,676,17-10-24 14:45,0.9982,0.0018,Wahrscheinlich LRH,roberta-large
631008 — HCO Bulletin — How to Get TA - Analyzing Auditing  [B039-057].txt,6525,17-10-24 14:45,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
840118 — HCO Bulletin — How to Audit the HRD  [B107-004].txt,11032,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
800521 — HCO Bulletin — Purification Rundown Case Data  [B056-020].txt,56798,17-10-24 14:45,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-large
720404 Issue 3R — HCO Bulletin — Ethics and Study Tech  [B096-017].txt,4978,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
840614 — HCO Bulletin — False Purpose Rundown Basic Form  [B057-065].txt,6139,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
790215 — HCO Bulletin — Verbal Tech - Penalties  [B055-060].txt,830,17-10-24 14:45,0.1935,0.8065,Wahrscheinlich Nicht-LRH,roberta-large
630809 — HCO Bulletin — Definition of Release  [B003-052].txt,437,17-10-24 14:45,0.2147,0.7853,Wahrscheinlich Nicht-LRH,roberta-large
801112 Issue 2 — HCO Bulletin — Registrar and Sales Personnel Confessional List  [B171-001].txt,9482,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
600218 — HCO Bulletin — How to Run O-W and Responsibility  [B024-047].txt,8494,17-10-24 14:45,0.0021,0.9979,Wahrscheinlich Nicht-LRH,roberta-large
720219R — HCO Bulletin — Dating-Locating  [B051-039].txt,4544,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
610201 — HCO Bulletin — Security Checks  [B037-008].txt,4143,17-10-24 14:45,0.9497,0.0503,Wahrscheinlich LRH,roberta-large
591005 — HCO Bulletin — When Is a Process Flat  [B133-061].txt,3098,17-10-24 14:45,0.7714,0.2286,Wahrscheinlich LRH,roberta-large
801006 Issue 2 — HCO Bulletin — Supervisor Confessional List  [B059-025].txt,5943,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
"731203 — HCO Bulletin — Checklist of Processes for the Help Rundown, A  [B051-075].txt",18725,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
610605 — HCO Bulletin — Processes Allowed  [B028-030].txt,10242,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
811111 — HCO Bulletin — Cancellation of Destructive Issue  [B060-018].txt,1194,17-10-24 14:45,0.0036,0.9964,Wahrscheinlich Nicht-LRH,roberta-large
780908RA — HCO Bulletin — Mini List of Grade 0-IV Processes  [B055-052].txt,4480,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600203 — HCO Bulletin — Security Check  [B024-029].txt,1087,17-10-24 14:45,0.9758,0.0242,Wahrscheinlich LRH,roberta-large
"690527 — HCO Bulletin — VIII's Nightmare, The  [B009-096].txt",1456,17-10-24 14:45,0.0814,0.9186,Wahrscheinlich Nicht-LRH,roberta-large
840225 — HCO Bulletin — Depth Perspective  [B057-044].txt,2462,17-10-24 14:45,0.9996,0.0004,Wahrscheinlich LRH,roberta-large
600718 — HCO Bulletin — Information on HASI Ltd and HCO Ltd Status  [B024-168].txt,4441,17-10-24 14:45,0.0048,0.9952,Wahrscheinlich Nicht-LRH,roberta-large
710405 — HCO Bulletin — Triple and Quad Reruns  [B130-012].txt,7225,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
611005 — HCO Bulletin — Clean Hands Make a Happy Life  [B028-045].txt,5157,17-10-24 14:45,1.0000,0.0000,Wahrscheinlich LRH,roberta-large
570408 — HCO Bulletin — Group Auditing  [B033-035].txt,2875,17-10-24 14:45,0.9975,0.0025,Wahrscheinlich LRH,roberta-large
600119 — HCO Bulletin — Casualties  [B036-012].txt,3219,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
621128 — HCO Bulletin — R2-12 - Practical Drills  [B160-040].txt,3735,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
700921 — HCO Bulletin — Study Definitions  [B010-110].txt,6420,17-10-24 14:45,0.4889,0.5111,Nicht eindeutig,roberta-large
690719 — HCO Bulletin — Dianetics and Illness  [B009-127].txt,4627,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
610218 — HCO Bulletin — SOP Goals - Marvelous New Breakthrough - Be-Do-Have Coordinated  [B001-012].txt,7212,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
561203 — HCO Bulletin — BScn - HAA Techniques  [B033-028].txt,880,17-10-24 14:45,0.9996,0.0004,Wahrscheinlich LRH,roberta-large
"610126 — HCO Bulletin — ''Ultimate'' Processes, The  [B028-006].txt",2615,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
590219 — HCO Bulletin — Auditor's Code-19  [B023-033].txt,183,17-10-24 14:45,0.0012,0.9988,Wahrscheinlich Nicht-LRH,roberta-large
800928 Issue 3R — HCO Bulletin — Confessional Repair List - LCRE Words List  [B104-013].txt,3446,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
711216RA — HCO Bulletin — Interiorization Errors  [B142-051].txt,6547,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
591031 — HCO Bulletin — Create Processes - Dangers and Advantages  [B113-016].txt,6260,17-10-24 14:45,0.0063,0.9937,Wahrscheinlich Nicht-LRH,roberta-large
"711208 — HCO Bulletin — CS and Cramming Cycles, The  [B047-029].txt",2306,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690108 — HCO Bulletin — Drugs and ''Insanity'' - Non Compliance and Alter-Is  [B042-001].txt,7403,17-10-24 14:45,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-large
651105 Issue 2 — HCO Bulletin — Lecture Graphs  [B040-085].txt,369,17-10-24 14:45,0.1993,0.8007,Wahrscheinlich Nicht-LRH,roberta-large
591204 — HCO Bulletin — Allowed Processes 1st Melbourne ACC  [B023-272].txt,2286,17-10-24 14:45,0.0030,0.9970,Wahrscheinlich Nicht-LRH,roberta-large
640818 — HCO Bulletin — Clay Table Work - Covering Clay Table Clearing in Detail  [B004-027].txt,17058,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
590703 — HCO Bulletin — General Information  [B035-071].txt,2324,17-10-24 14:45,1.0000,0.0000,Wahrscheinlich LRH,roberta-large
690430 — HCO Bulletin — Auditor Trust  [B009-054].txt,1585,17-10-24 14:45,0.8780,0.1220,Wahrscheinlich LRH,roberta-large
721228RA — HCO Bulletin — Auditor's Rights Addition - Revised  [B096-032].txt,2910,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690424 Issue 2R — HCO Bulletin — Dianetic Results  [B123-002].txt,2706,17-10-24 14:45,0.3105,0.6895,Wahrscheinlich Nicht-LRH,roberta-large
590306 — HCO Bulletin — How to Do a Diagnosis on Dynamic Straightwire  [B023-045].txt,2555,17-10-24 14:45,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
600506 — HCO Horticultural Bulletin — Fifth Dynamic Research  [B027-042].txt,4980,17-10-24 14:45,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
690724 — HCO Bulletin — Seriously Ill PCs  [B159-041].txt,1410,17-10-24 14:45,0.0017,0.9983,Wahrscheinlich Nicht-LRH,roberta-large
"600309 — HCO Bulletin — Expansion of OT-3A Procedure, Step Two - HGC Allowed Processes  [B139-049].txt",5712,17-10-24 14:45,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
770121RB — HCO Bulletin — False TA Checklist  [B101-001].txt,16587,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
781203 — HCO Bulletin — Unreading Flows  [B169-001].txt,2273,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
640410 — HCO Bulletin — Auditing Skills  [B040-010].txt,3881,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"601121 — HCO Bulletin — Bulletin Check List (WE November 19, 1960)  [B024-227].txt",1732,17-10-24 14:45,0.0039,0.9961,Wahrscheinlich Nicht-LRH,roberta-large
800211R — HCO Bulletin — Errata  [B165-043].txt,1037,17-10-24 14:45,0.0326,0.9674,Wahrscheinlich Nicht-LRH,roberta-large
"750329RA — HCO Bulletin — Antibiotics, Administering Of  [B055-040].txt",17100,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
840617 — HCO Bulletin — Evil Purposes and False PR  [B062-049].txt,797,17-10-24 14:45,0.0040,0.9960,Wahrscheinlich Nicht-LRH,roberta-large
840121 Issue 3 — HCO Bulletin — Happiness Rundown and NOTs Pre-OTs  [B062-027].txt,1311,17-10-24 14:45,0.0031,0.9969,Wahrscheinlich Nicht-LRH,roberta-large
801123 — HCO Bulletin — Case Supervisor Confessional  [B059-038].txt,11885,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
640708 Issue 2 — HCO Bulletin — Good Indicators - R6  [B168-020].txt,2525,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
680606 — HCO Bulletin — Sec Checking Info  [B008-021].txt,3777,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
700801 — HCO Bulletin — FN and Erasure  [B094-025].txt,2387,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
581111 — HCO Bulletin — ACC Schedule  [B022-079].txt,645,17-10-24 14:45,0.8776,0.1224,Wahrscheinlich LRH,roberta-large
"750329RA — HCO Bulletin — Antibiotics, Administering Of  [B099-002].txt",17138,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690504 — HCO Bulletin — Dianetics - Major Auditing Faults  [B075-030].txt,3828,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
580529 — HCO Bulletin (Special Bulletin) — Standard Clear Procedure and an Experimental Road - Clearing by Valences  [B022-050].txt,7604,17-10-24 14:45,0.0079,0.9921,Wahrscheinlich Nicht-LRH,roberta-large
710319 — HCO Bulletin — List L1C  [B142-021].txt,2317,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600316 — HCO Bulletin — ACC Arrangements  [B024-075].txt,1107,17-10-24 14:45,0.9956,0.0044,Wahrscheinlich LRH,roberta-large
690507 — HCO Bulletin — Dianetic Course Study Drills  [B009-065].txt,4677,17-10-24 14:45,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-large
651001 — HCO Bulletin — Mutter TR  [B031-028].txt,719,17-10-24 14:45,0.9933,0.0067,Wahrscheinlich LRH,roberta-large
700816 — HCO Bulletin — Getting the FN to Examiner  [B078-015].txt,6175,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690619 — HCO Bulletin — Definitions of Terms  [B042-095].txt,991,17-10-24 14:45,0.9650,0.0350,Wahrscheinlich LRH,roberta-large
720215 Issue 2 — HCO Bulletin — Vitamin and Glandular Deficiency Added Data  [B012-029].txt,944,17-10-24 14:45,0.0191,0.9809,Wahrscheinlich Nicht-LRH,roberta-large
830827 — HCO Bulletin — Words and Associations  [B057-026].txt,1675,17-10-24 14:45,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
700126 Issue 2 — HCO Bulletin — Re - Dianetics CS-1 HCOB 9 May 1969 Issue II  [B094-002].txt,1321,17-10-24 14:45,0.0980,0.9020,Wahrscheinlich Nicht-LRH,roberta-large
820928 — HCO Bulletin — Mixing Rundowns and Repairs  [B057-015].txt,8749,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
600331 — HCO Bulletin — 'Franchised auditors in USA have had good results...'  [B024-091].txt,2356,17-10-24 14:45,0.9836,0.0164,Wahrscheinlich LRH,roberta-large
591215 — HCO Bulletin — HAS Co-Audit  [B133-071].txt,1772,17-10-24 14:45,0.9994,0.0006,Wahrscheinlich LRH,roberta-large
640121 — HCO Bulletin — Meter Level Warning - How to Kill a PC in Level V  [B168-042].txt,1252,17-10-24 14:45,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-large
590923 — HCO Bulletin — Correcting HCO Bulletin of 13 August 1959  [B023-188].txt,2015,17-10-24 14:45,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-large
590325 — HCO Bulletin — HAS Co-Audit and Comm Course  [B133-024].txt,4164,17-10-24 14:45,0.0027,0.9973,Wahrscheinlich Nicht-LRH,roberta-large
720619 — HCO Bulletin — Dinky Dictionaries  [B012-128].txt,1985,17-10-24 14:45,0.0341,0.9659,Wahrscheinlich Nicht-LRH,roberta-large
700612 — HCO Bulletin — Programming of Cases  [B043-047].txt,13976,17-10-24 14:45,0.0017,0.9983,Wahrscheinlich Nicht-LRH,roberta-large
731120 Issue 1 — HCO Bulletin — Anti-Q and A Drill  [B097-014].txt,1873,17-10-24 14:45,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-large
610112 — HCO Bulletin — New Help Data  [B028-001].txt,2071,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
720224 — HCO Bulletin — Word Clearing OCAs  [B012-040].txt,4691,17-10-24 14:45,0.0021,0.9979,Wahrscheinlich Nicht-LRH,roberta-large
600623 — HCO Bulletin — Special Zone Plan - The Scientologist's Role in Life  [B024-158].txt,17855,17-10-24 14:45,0.0021,0.9979,Wahrscheinlich Nicht-LRH,roberta-large
600928 — HCO Bulletin — Miscellaneous Items  [B036-147].txt,11611,17-10-24 14:45,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-large
630424 — HCO Bulletin — Routine 3M2 - Tips - The Rocket Read of a Reliable Item  [B153-011].txt,5197,17-10-24 14:45,0.0020,0.9980,Wahrscheinlich Nicht-LRH,roberta-large
630505 — HCO Bulletin — Routine 3 - R3 Stable Data  [B177-007].txt,3057,17-10-24 14:45,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
650823 — HCO Bulletin — Abbreviations and Symbols of Dianetics and Scientology  [B089-005].txt,8608,17-10-24 14:45,0.9568,0.0432,Wahrscheinlich LRH,roberta-large
621215 — HCO Bulletin — R2-12 - The Fatal Error  [B002-097].txt,2645,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
710108 — HCO Bulletin — Auditing CS-1 for Dianetics and Scientology  [B142-004].txt,7044,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
600507 — HCO Bulletin — Earmarks of a Hot Terminal  [B024-132].txt,2401,17-10-24 14:45,0.1966,0.8034,Wahrscheinlich Nicht-LRH,roberta-large
810131 — HCO Bulletin Attachment — Page Last Only  [B082-037].txt,731,17-10-24 14:45,0.0027,0.9973,Wahrscheinlich Nicht-LRH,roberta-large
581207 — HCO Bulletin — Training Drill Change  [B022-090].txt,266,17-10-24 14:45,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
790823 Issue 2R — HCO Bulletin — Product Debug Repair List  [B079-025].txt,21481,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"811212 — HCO Bulletin — Theory of the New Grade Chart, The  [B060-024].txt",5298,17-10-24 14:45,0.8702,0.1298,Wahrscheinlich LRH,roberta-large
"670924 — HCO Bulletin — Report to Ron on Seasickness, A  [B007-011].txt",458,17-10-24 14:45,0.0030,0.9970,Wahrscheinlich Nicht-LRH,roberta-large
"710701 Issue 1 — HCO Bulletin — Three Types of Word Clearing, The  [B045-001].txt",1376,17-10-24 14:45,0.1722,0.8278,Wahrscheinlich Nicht-LRH,roberta-large
810129 Issue 2 — HCO Bulletin — HC Outpoint-Pluspoint Lists RB Words List  [B056-069].txt,2907,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"610607 — HCO Bulletin — Academy Schedule, Clarification Of  [B001-053].txt",6617,17-10-24 14:45,0.9751,0.0249,Wahrscheinlich LRH,roberta-large
801104 Issue 4 — HCO Bulletin — Temperatures  [B059-030].txt,1683,17-10-24 14:45,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
710430 — HCO Bulletin — Auditing Comm Cycle  [B011-053].txt,1431,17-10-24 14:45,0.0016,0.9984,Wahrscheinlich Nicht-LRH,roberta-large
621001 — HCO Bulletin — 3GA - Listing by Tiger Buttons - 114 New Lines for Listing  [B160-030].txt,6543,17-10-24 14:45,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
711103 — HCO Bulletin — Auditor's Worksheets  [B050-048].txt,1700,17-10-24 14:45,0.0442,0.9558,Wahrscheinlich Nicht-LRH,roberta-large
