Dateiname,Unbekannte_Wörter,Wortfragmente,Wortanzahl,Entscheidung,Unbekannte_Wörter_Anzahl,Wortfragmente_Anzahl,Dateigröße_Bytes
"811214 — HCO Bulletin — State of Clear, The  [B056-093].txt",0.84%,0.24%,837,Geeignet,7,2,4532
"811214 — HCO Bulletin — State of Clear, The  [B060-025].txt",0.84%,0.24%,836,Geeignet,7,2,4535
870827 — HCO Bulletin — Critics of Scientology  [B109-009].txt,0.84%,0.00%,957,Geeignet,8,0,5541
660205 — HCO Bulletin — S & D Warning  [B041-004].txt,0.85%,0.00%,822,Geeignet,7,0,4519
601222 — HCO Bulletin — HAS Co-Audit Resumed  [B140-056].txt,0.85%,0.43%,235,Geeignet,2,1,1325
"620308 — HCO Bulletin — Bad ''Auditor'', The  [B002-014].txt",0.85%,0.21%,1890,Geeignet,16,4,10716
690719 — HCO Bulletin — Auditing Pre-OTs  [B075-065].txt,0.85%,0.00%,353,Geeignet,3,0,2107
660205 Issue 2 — HCO Bulletin — ''Letting the PC Itsa'' - The Properly Trained Auditor  [B120-004].txt,0.85%,0.19%,1061,Geeignet,9,2,5636
641017 — HCO Bulletin — Clay Table Data  [B081-014].txt,0.86%,0.00%,347,Geeignet,3,0,1974
620830 — HCO Bulletin — Missed Withhold Handling  [B160-023].txt,0.86%,0.32%,929,Geeignet,8,3,5438
690405 — HCO Bulletin — New Preclears - The Workability of Scientology  [B093-007].txt,0.86%,0.11%,1853,Geeignet,16,2,10125
"690611 — HCO Bulletin — Materials, Scarcity Of  [B009-106].txt",0.87%,0.00%,230,Geeignet,2,0,1357
610407 — HCO Bulletin — Assessing for Goals and Terminals by Elimination  [B161-009].txt,0.87%,0.00%,690,Geeignet,6,0,3774
"670819 — HCO Bulletin — Supreme Test, The  [B138-008].txt",0.87%,0.33%,922,Geeignet,8,3,5076
620721 — HCO Bulletin — Instant Reads  [B002-049].txt,0.87%,0.87%,231,Geeignet,2,2,1333
641106 — HCO Bulletin — Styles of Auditing  [B004-037].txt,0.87%,0.29%,3780,Geeignet,33,11,21025
720510 — HCO Bulletin — Robotism  [B096-023].txt,0.87%,0.00%,1601,Geeignet,14,0,9744
641106 — HCO Bulletin — Styles of Auditing  [B040-039].txt,0.87%,0.24%,3784,Geeignet,33,9,21031
720407RA — HCO Bulletin — Touch Assists - Correct Ones  [B125-001].txt,0.87%,0.06%,1721,Geeignet,15,1,9534
610921 — HCO Bulletin — Security Check Children - HCO WW Security Form 8  [B072-011].txt,0.87%,0.08%,1271,Geeignet,11,1,7139
620104 — HCO Bulletin — Security Checking - Fundamentals  [B038-001].txt,0.88%,0.04%,2508,Geeignet,22,1,14698
721203 — HCO Bulletin — Student Comm Lag on Checkouts  [B050-074].txt,0.88%,1.10%,455,Geeignet,4,5,2647
600425 — HCO Bulletin — Send Your Clipping Files  [B036-075].txt,0.88%,1.75%,114,Geeignet,1,2,670
700127 — HCO Bulletin — Narrative Items Explained  [B010-012].txt,0.88%,0.00%,454,Geeignet,4,0,2572
651108 — HCO Bulletin — Suppressives and Hidden Standards  [B040-087].txt,0.88%,0.00%,456,Geeignet,4,0,2666
600519 — HCO Bulletin — How Help Became Betrayal  [B139-084].txt,0.88%,0.11%,910,Geeignet,8,1,5142
600425 — HCO Bulletin — Send Your Clipping Files  [B024-116].txt,0.88%,0.88%,114,Geeignet,1,1,666
580423 — HCO Bulletin — All Training Activities  [B034-033].txt,0.88%,0.88%,113,Geeignet,1,1,681
710904 Issue 3 — HCO Bulletin — Simple Words  [B045-040].txt,0.88%,0.18%,566,Geeignet,5,1,3316
651107 — HCO Bulletin — Release Rehabilitation Error  [B031-031].txt,0.89%,0.00%,675,Geeignet,6,0,3866
680911 — HCO Bulletin — False Reads  [B041-070].txt,0.89%,2.68%,112,Geeignet,1,3,656
"620730 — HCO Bulletin — Smooth HGC 25 Hour Intensive, A  [B155-006].txt",0.89%,0.30%,672,Geeignet,6,2,3657
600505 — HCO Bulletin — Help  [B139-075].txt,0.89%,0.04%,2687,Geeignet,24,1,15358
641106 — HCO Bulletin — Styles of Auditing  [B030-022].txt,0.90%,0.24%,3782,Geeignet,34,9,21042
800530 — HCO Bulletin — Supervising Co-Audit TRs  [B056-023].txt,0.90%,0.15%,667,Geeignet,6,1,3695
730104 — HCO Bulletin — Confront  [B097-002].txt,0.90%,0.00%,334,Geeignet,3,0,1947
800517 — HCO Bulletin — Administrative Training Drills - Admin TRs  [B056-018].txt,0.90%,0.29%,4555,Geeignet,41,13,27277
820411 — HCO Bulletin — Sec Checking Implants  [B061-011].txt,0.90%,0.07%,1450,Geeignet,13,1,8489
651021 — HCO Bulletin — Release Rehabilitation  [B031-029].txt,0.91%,0.73%,547,Geeignet,5,4,3185
700126 — HCO Bulletin — Re - R3R  [B076-001].txt,0.91%,0.91%,440,Geeignet,4,4,2385
"630608 — HCO Bulletin — Time Track and Engram Running by Chains - Bulletin 2, The  [B116-006].txt",0.91%,0.03%,2975,Geeignet,27,1,16799
711222 — HCO Bulletin — Solo D of P  [B047-045].txt,0.92%,0.46%,437,Geeignet,4,2,2290
651021 — HCO Bulletin — Release Rehabilitation  [B005-039].txt,0.92%,0.73%,545,Geeignet,5,4,3177
710513 — HCO Bulletin — Student Grasp of Materials  [B142-034].txt,0.92%,0.00%,649,Geeignet,6,0,3764
700126 — HCO Bulletin — Re - R3R  [B094-001].txt,0.92%,0.00%,435,Geeignet,4,0,2381
691006 — HCO Bulletin — Triple Errors in Dianetics  [B159-050].txt,0.92%,0.00%,217,Geeignet,2,0,1172
671110 — HCO Bulletin — Listing - S & Ds Do's and Don'ts  [B041-036].txt,0.92%,0.92%,327,Geeignet,3,3,1824
610831 — HCO Bulletin — Advances in Technology  [B001-071].txt,0.92%,0.13%,765,Geeignet,7,1,4407
591223 — HCO Bulletin — Responsibility  [B139-023].txt,0.92%,0.13%,761,Geeignet,7,1,4330
671110 — HCO Bulletin — Listing - S & Ds Do's and Don'ts  [B007-017].txt,0.92%,1.22%,327,Geeignet,3,4,1818
591231 — HCO Bulletin — Blow-Offs  [B113-029].txt,0.92%,0.00%,1527,Geeignet,14,0,8609
"780919 Issue 1 — HCO Bulletin — End of Endless Drug RDs, The  [B074-019].txt",0.93%,0.93%,321,Geeignet,3,3,1786
721212 — HCO Bulletin — Rudiments  [B012-205].txt,0.93%,2.80%,107,Geeignet,1,3,639
590507 — HCO Bulletin — New Process  [B035-047].txt,0.93%,0.00%,753,Geeignet,7,0,4581
641106 — HCO Bulletin — Styles of Auditing  [B168-023].txt,0.93%,0.32%,3783,Geeignet,35,12,21042
610220 — HCO Bulletin — Important Data on Goals SOP  [B154-001].txt,0.93%,0.62%,322,Geeignet,3,2,1855
630705 — HCO Bulletin — ARC Break Assessments  [B153-029].txt,0.93%,0.31%,1615,Geeignet,15,5,9259
671105 — HCO Bulletin — Critics of Scientology  [B091-006].txt,0.93%,0.00%,971,Geeignet,9,0,5626
690108 — HCO Bulletin — Drugs and ''Insanity'' - Non Compliance and Alter-Is  [B075-001].txt,0.93%,0.15%,1295,Geeignet,12,2,7473
690505 Issue 1 — HCO Bulletin — Touch Assists  [B075-031].txt,0.93%,0.00%,646,Geeignet,6,0,3424
690528 — HCO Bulletin — How Not to Erase  [B042-086].txt,0.94%,0.12%,855,Geeignet,8,1,4627
820331 — HCO Bulletin — Basic Study Missed Withhold  [B064-011].txt,0.94%,0.70%,426,Geeignet,4,3,2458
570520 — HCO Training Bulletin — Interim Process  [B033-042].txt,0.94%,0.63%,319,Geeignet,3,2,1853
"600208 — HCO Bulletin — Honest People Have Rights, Too  [B141-011].txt",0.94%,0.35%,852,Geeignet,8,3,4776
"600128 — HCO Bulletin — Key to All Cases - Responsibility, The  [B036-021].txt",0.94%,0.09%,1174,Geeignet,11,1,6539
840226 Issue 2 — HCO Bulletin — Art and Integration  [B057-047].txt,0.94%,0.05%,2025,Geeignet,19,1,12034
"671109 — HCO Bulletin — Revision of Remedy A, Remedy B, and S & Ds  [B091-007].txt",0.94%,0.60%,1170,Geeignet,11,7,6550
600901 — HCO Bulletin — Presession 02  [B027-068].txt,0.94%,0.12%,1700,Geeignet,16,2,9532
821227 — HCO Bulletin — Training and OT  [Misc03-027-2].txt,0.94%,0.31%,319,Geeignet,3,1,1765
"730729 — HCO Bulletin — Art, More About  [B051-062].txt",0.95%,0.11%,2832,Geeignet,27,3,15785
710625R — HCO Bulletin — Barriers to Study  [B130-024].txt,0.95%,0.09%,1163,Geeignet,11,1,6875
640712 — HCO Bulletin — More on O-Ws  [B147-007].txt,0.95%,0.57%,524,Geeignet,5,3,2919
651119 — HCO Bulletin — Problems Process  [B067-020].txt,0.95%,0.00%,105,Geeignet,1,0,648
710816 Issue 2 — HCO Bulletin — Training Drills Modernized  [B045-026].txt,0.95%,0.00%,2851,Geeignet,27,0,16682
620912 — HCO Bulletin — Security Checks Again  [B002-064].txt,0.95%,0.14%,737,Geeignet,7,1,4298
640712 — HCO Bulletin — More on O-Ws  [B030-009].txt,0.95%,0.57%,527,Geeignet,5,3,2924
670322 — HCO Bulletin — Alter-Is and Degraded Beings  [B041-026].txt,0.96%,0.00%,622,Geeignet,6,0,3657
651119 — HCO Bulletin — Problems Process  [B005-047].txt,0.96%,0.00%,104,Geeignet,1,0,649
680828 Issue 2 — HCO Bulletin — Drugs  [B092-004].txt,0.96%,0.77%,521,Geeignet,5,4,2854
"811214 — HCO Bulletin — State of Clear, The  [B171-006].txt",0.96%,0.24%,836,Geeignet,8,2,4531
780805 — HCO Bulletin — Instant Reads  [B169-007].txt,0.97%,0.49%,206,Geeignet,2,1,1201
"731205 — HCO Bulletin — Reason for Q and A, The  [B051-077].txt",0.97%,0.60%,1341,Geeignet,13,8,7339
691005 — HCO Bulletin — Triple Flows  [B093-028].txt,0.97%,0.11%,925,Geeignet,9,1,4778
580912 — HCO Bulletin — Post Case Analysis Routine  [B022-070].txt,0.97%,0.00%,103,Geeignet,1,0,600
700121 — HCO Bulletin — Cancellation of Permissive TRs  [B010-007].txt,0.97%,0.00%,103,Geeignet,1,0,613
700422 — HCO Bulletin — Clay Table Demo Checkouts  [B076-016].txt,0.97%,0.00%,309,Geeignet,3,0,1878
590923 — HCO Bulletin — Carrying Out Instructions  [B023-190].txt,0.97%,0.19%,517,Geeignet,5,1,2781
641112 — HCO Bulletin — Definition Processes  [B030-023].txt,0.97%,0.09%,2267,Geeignet,22,2,12982
600204 — HCO Bulletin — Theory of Responsibility Processing  [B139-037].txt,0.97%,0.00%,1334,Geeignet,13,0,7614
820119 Issue 2 — HCO Bulletin — High School Indoctrination  [B057-002].txt,0.97%,0.08%,1241,Geeignet,12,1,7294
590923 — HCO Bulletin — Carrying Out Instructions  [B035-137].txt,0.97%,0.19%,517,Geeignet,5,1,2781
611116 — HCO Bulletin — Sec Checking  [B085-013].txt,0.97%,0.00%,825,Geeignet,8,0,4492
600630 — HCO Bulletin — Create Again  [B168-001].txt,0.97%,0.19%,515,Geeignet,5,1,3047
600818 — HCO Bulletin — Vital Information  [B140-022].txt,0.97%,0.19%,514,Geeignet,5,1,2908
671011 — HCO Bulletin — Clay Table Training  [B157-004].txt,0.97%,0.19%,516,Geeignet,5,1,2958
"650929 Issue 2 — HCO Bulletin — Continuing Overt Act, The  [B005-037].txt",0.97%,0.00%,928,Geeignet,9,0,5206
570902 — HCO Bulletin — 'When a verbal direction is given...'  [B021-057].txt,0.98%,0.98%,102,Geeignet,1,1,598
690712 Issue 2 — HCO Bulletin — Amendment to HCOB 5 June 1969 - Two Dianetic Remedies  [B151-017].txt,0.98%,0.00%,102,Geeignet,1,0,617
600519 — HCO Bulletin — How Help Became Betrayal  [B027-049].txt,0.98%,0.22%,915,Geeignet,9,2,5106
571207 — HCO Bulletin — HGC Procedure  [B033-063].txt,0.98%,0.70%,713,Geeignet,7,5,4042
670913 — HCO Bulletin — Remedy B  [B138-005].txt,0.98%,0.33%,307,Geeignet,3,1,1714
"690712 Issue 3 — HCO Bulletin — PC Who Has Something That Hasn't Been Handled, The  [B093-024].txt",0.99%,0.99%,202,Geeignet,2,2,1171
710621 Issue 2 — HCO Bulletin — What Is Communication  [B011-088].txt,0.99%,0.10%,1006,Geeignet,10,1,5826
680926 — HCO Bulletin — TR 0 Note  [B070-015].txt,1.00%,0.75%,399,Geeignet,4,3,2230
690712 Issue 2 — HCO Bulletin — Amendment to HCOB 5 June 1969 - Two Dianetic Remedies  [B042-109].txt,1.00%,0.00%,100,Geeignet,1,0,617
590226 — HCO Bulletin — Engram Running on Old Dianetic Cases or Restarted Cases  [B035-019].txt,1.00%,0.33%,299,Geeignet,3,1,1820
600511 — HCO Bulletin — Calling All Auditors  [B065-017].txt,1.00%,0.25%,399,Geeignet,4,1,2271
600505 — HCO Bulletin — Help  [B134-007].txt,1.00%,0.04%,2695,Geeignet,27,1,15375
601110 — HCO Bulletin — Formula 13  [B140-042].txt,1.00%,0.25%,399,Geeignet,4,1,2305
690514 Issue 2 — HCO Bulletin — FN and Erasure  [B129-002].txt,1.00%,0.00%,401,Geeignet,4,0,2240
680926 — HCO Bulletin — TR 0 Note  [B158-010].txt,1.00%,1.49%,402,Geeignet,4,6,2245
"690712 Issue 3 — HCO Bulletin — PC Who Has Something That Hasn't Been Handled, The  [B042-110].txt",1.00%,0.50%,201,Geeignet,2,1,1165
"720505 — HCO Bulletin — Remedy of Havingness, The  [B049-039].txt",1.00%,0.09%,2199,Geeignet,22,2,12382
581217 Issue 2 — HCO Bulletin — Auditing ARC Breaks on Registrar and Assistant Registrar  [B022-095].txt,1.00%,0.50%,200,Geeignet,2,1,1185
641226 — HCO Bulletin — Routine 0A (Expanded)  [B073-005].txt,1.01%,0.14%,696,Geeignet,7,1,3896
721106 — HCO Bulletin — Illiteracy and Work  [B050-049].txt,1.01%,0.17%,596,Geeignet,6,1,3612
680828 Issue 2 — HCO Bulletin — Drugs  [B041-063].txt,1.01%,0.81%,496,Geeignet,5,4,2687
"720426 — HCO Bulletin — Glib Student, The  [B012-094].txt",1.01%,0.00%,198,Geeignet,2,0,1091
800517 — HCO Bulletin — Administrative Training Drills - Admin TRs  [B059-002].txt,1.01%,0.31%,4557,Geeignet,46,14,27267
680828 Issue 2 — HCO Bulletin — Drugs  [B008-037].txt,1.01%,0.40%,496,Geeignet,5,2,2686
600121 — HCO Bulletin — Justification  [B114-003].txt,1.01%,0.00%,1186,Geeignet,12,0,6787
650305 — HCO Bulletin — R6EW Goof - A Review of R6EW  [B168-051].txt,1.01%,1.32%,1976,Geeignet,20,26,10643
590503 — HCO Bulletin — Solution to Solutions  [B035-043].txt,1.01%,0.00%,199,Geeignet,2,0,1238
"600225 — HCO Bulletin — Model Session, The  [B139-045].txt",1.01%,0.08%,2576,Geeignet,26,2,13945
700621 — HCO Bulletin — Superficial Actions  [B055-012].txt,1.02%,0.08%,2459,Geeignet,25,2,13091
610407 — HCO Bulletin — Assessing for Goals and Terminals by Elimination  [B028-018].txt,1.02%,0.00%,684,Geeignet,7,0,3764
690505 — HCO Bulletin — New Preclears - The Workability of Scientology  [B010-048].txt,1.02%,0.27%,1871,Geeignet,19,5,10280
600324 — HCO Bulletin — Goals in the Rudiments  [B027-024].txt,1.02%,0.12%,1665,Geeignet,17,2,9225
620801 Issue 2 — HCO Bulletin — Routine 3GA - Nulling Drills for Nulling by Mid Ruds  [B029-026].txt,1.02%,0.08%,1269,Geeignet,13,1,6857
590827 — HCO Bulletin — 'The following is an extract from a memo written by Jack Parkhouse...'  [B133-050].txt,1.02%,0.13%,782,Geeignet,8,1,4261
690317 — HCO Bulletin — Politics  [B042-017].txt,1.02%,0.00%,293,Geeignet,3,0,1759
"600208 — HCO Bulletin — Honest People Have Rights, Too  [B114-004].txt",1.02%,0.00%,882,Geeignet,9,0,4989
711219 — HCO Bulletin — D of P Operates by OCAs  [B011-273].txt,1.03%,0.11%,876,Geeignet,9,1,4453
610921 — HCO Bulletin — Security Check Children - HCO WW Security Form 8  [B001-077].txt,1.03%,0.24%,1266,Geeignet,13,3,7111
600318 — HCO Bulletin — Creating Things  [B036-057].txt,1.03%,0.26%,777,Geeignet,8,2,4391
"900327 Issue 1 — HCO Bulletin — Purification Rundown and Radiation, The  [B112-001].txt",1.03%,0.00%,486,Geeignet,5,0,3059
820411 — HCO Bulletin — Sec Checking Implants  [B106-007].txt,1.03%,0.00%,1458,Geeignet,15,0,8602
650418 — HCO Bulletin — How to Apply Level Processing  [B148-006].txt,1.03%,0.31%,971,Geeignet,10,3,5485
690423 — HCO Bulletin — Dianetics - Basic Definitions  [B159-014].txt,1.03%,0.00%,2243,Geeignet,23,0,12988
600616 — HCO Bulletin — Hints on Running Cases with Help  [B114-025].txt,1.03%,0.48%,1262,Geeignet,13,6,7011
600121 — HCO Bulletin — Justification  [B065-002].txt,1.04%,0.24%,1253,Geeignet,13,3,7084
"620730 — HCO Bulletin — Smooth HGC 25 Hour Intensive, A  [B029-024].txt",1.04%,0.15%,670,Geeignet,7,1,3663
690721 Issue 2 — HCO Bulletin — One Hand Electrodes  [B009-129].txt,1.04%,0.00%,96,Geeignet,1,0,557
660610 — HCO Bulletin — S & D Commands  [B041-011].txt,1.04%,0.00%,96,Geeignet,1,0,530
690423 Issue 2 — HCO Bulletin — Dianetics - Erasure - How to Attain  [B075-016].txt,1.04%,0.00%,193,Geeignet,2,0,1150
591231 — HCO Bulletin — Blow-Offs  [B159-054].txt,1.04%,0.13%,767,Geeignet,8,1,4371
690423 Issue 2 — HCO Bulletin — Dianetics - Erasure - How to Attain  [B042-031].txt,1.04%,0.00%,193,Geeignet,2,0,1150
690125 — HCO Bulletin — Triple Lower Grades  [B009-006].txt,1.04%,0.15%,671,Geeignet,7,1,3595
601103 — HCO Bulletin — Failed Help  [B140-041].txt,1.05%,0.21%,476,Geeignet,5,1,2545
620908 — HCO Bulletin — 3GA - To Be Goals Line Listing  [B029-037].txt,1.05%,0.21%,477,Geeignet,5,1,2626
690528 Issue 2 — HCO Bulletin — Dianetics and Results - Dianetic Counseling Groups  [B093-023].txt,1.05%,0.00%,765,Geeignet,8,0,4478
690508 Issue 2 — HCO Bulletin — Teaching the Dianetics Course  [B009-067].txt,1.05%,0.00%,285,Geeignet,3,0,1728
610511 — HCO Bulletin — E-Meter Horror  [B001-039].txt,1.05%,0.35%,285,Geeignet,3,1,1608
601111 — HCO Bulletin — Change on Model Session  [B027-082].txt,1.05%,0.00%,95,Geeignet,1,0,579
650806 — HCO Bulletin — Qualifications Technical Actions  [B031-019].txt,1.05%,0.00%,2963,Geeignet,31,0,15862
591231 — HCO Bulletin — Blow-Offs  [B139-025].txt,1.05%,0.07%,1531,Geeignet,16,1,8645
"900328 — HCO Bulletin — Role of Oil on the Purification Rundown, The  [B112-003].txt",1.05%,0.16%,1239,Geeignet,13,2,7261
840615 Issue 2 — HCO Bulletin — False Purpose Rundown - Info for Orgs and Missions  [B057-066].txt,1.05%,3.16%,95,Geeignet,1,3,597
811215 — HCO Bulletin — New Grade Chart - PC-Pre-OT Programming  [B056-094].txt,1.05%,1.05%,95,Geeignet,1,1,548
600616 — HCO Bulletin — Hints on Running Cases with Help  [B027-052].txt,1.05%,0.16%,1244,Geeignet,13,2,6997
"651116 Issue 2 — HCO Bulletin — Commands for Upper Indoctrination - TR 6, TR 7, TR 9  [B005-046].txt",1.05%,0.00%,95,Geeignet,1,0,560
690716 — HCO Bulletin — Urgent - Important - 'I have made a breakthrough in auditor training...'  [B159-038].txt,1.05%,0.00%,666,Geeignet,7,0,3677
601111 — HCO Bulletin — Change on Model Session  [B140-043].txt,1.05%,1.05%,95,Geeignet,1,1,581
690914 Issue 5 — HCO Bulletin — Learning Processes - Education by Duplication and Repetition  [B075-080].txt,1.06%,0.21%,470,Geeignet,5,1,2793
"690519 — HCO Bulletin — Health Form, Use Of - A Brief Description of Auditing  [B129-004].txt",1.06%,0.24%,1232,Geeignet,13,3,6671
720506 — HCO Bulletin — Remedy of Havingness - The Process  [B049-040].txt,1.06%,0.06%,3213,Geeignet,34,2,18121
811215 — HCO Bulletin — New Grade Chart - PC-Pre-OT Programming  [B060-026].txt,1.06%,1.06%,94,Geeignet,1,1,546
621017 — HCO Bulletin — Auditor Failure to Understand  [B029-045].txt,1.06%,0.21%,472,Geeignet,5,1,2603
600929 — HCO Bulletin — Havingness and Duplication  [B065-030].txt,1.06%,0.18%,565,Geeignet,6,1,3450
710306 Issue 1 — HCO Bulletin — New Uses for the Green Form  [B142-012].txt,1.06%,0.27%,377,Geeignet,4,1,2015
840615 Issue 2 — HCO Bulletin — False Purpose Rundown - Info for Orgs and Missions  [B062-048].txt,1.06%,3.19%,94,Geeignet,1,3,601
580121 — HCO Bulletin — ACCs - HPA-HCA  [B022-005].txt,1.06%,1.06%,94,Geeignet,1,1,519
710816 Issue 2RA — HCO Bulletin Attachment — Comments and Originations for use on TR4  [B165-015].txt,1.06%,0.12%,851,Geeignet,9,1,4538
650505 — HCO Bulletin — Application - More on the Application of Scientology to Children  [B031-010].txt,1.07%,0.38%,1303,Geeignet,14,5,7176
"600114 — HCO Bulletin — Black Case, The  [B141-003].txt",1.07%,0.00%,844,Geeignet,9,0,4602
600929 — HCO Bulletin — Havingness and Duplication  [B140-033].txt,1.07%,0.18%,563,Geeignet,6,1,3477
"600609 — HCO Bulletin — Basic Assumptions of Scientology versus Overts, The  [B065-021].txt",1.07%,0.00%,2341,Geeignet,25,0,13759
"800229 — HCO Bulletin — Purification Rundown - Pregnancy and Breast-Feeding, The  [B058-030].txt",1.07%,0.00%,281,Geeignet,3,0,1733
600623 — HCO Bulletin — Special Zone Plan - The Scientologist's Role in Life  [B141-033].txt,1.07%,0.00%,3073,Geeignet,33,0,17640
630408 — HCO Bulletin — Routine 3M2 - Corrected Line Plots  [B153-008].txt,1.07%,0.25%,1213,Geeignet,13,3,7132
611005 — HCO Bulletin — Clean Hands Make a Happy Life  [B001-079].txt,1.07%,0.21%,935,Geeignet,10,2,5217
630722 — HCO Bulletin — You Can Be Right  [B087-004].txt,1.07%,0.10%,1959,Geeignet,21,2,11209
701008 — HCO Bulletin — Persistent FN  [B094-035].txt,1.08%,0.65%,925,Geeignet,10,6,5028
620912 — HCO Bulletin — Security Checks Again  [B136-006].txt,1.08%,0.27%,739,Geeignet,8,2,4309
"600609 — HCO Bulletin — Basic Assumptions of Scientology versus Overts, The  [B065-022].txt",1.08%,0.08%,2499,Geeignet,27,2,14671
"650929 Issue 2 — HCO Bulletin — Continuing Overt Act, The  [B119-005].txt",1.08%,0.00%,923,Geeignet,10,0,5256
681215 — HCO Bulletin — L4A - for Assessment of All Listing Errors  [B158-017].txt,1.08%,0.10%,1017,Geeignet,11,1,5361
651114 — HCO Bulletin — Clearing Commands  [B031-033].txt,1.09%,0.00%,274,Geeignet,3,0,1539
"651116 Issue 2 — HCO Bulletin — Commands for Upper Indoctrination - TR 6, TR 7, TR 9  [B031-035].txt",1.09%,0.00%,92,Geeignet,1,0,549
690507 Issue 3 — HCO Bulletin — Dianetics - Extracts from Early Bulletins  [B144-016].txt,1.09%,0.10%,1013,Geeignet,11,1,5743
