Dateiname,Dateigröße,Datum,albert-base-v2,deberta-base,distilbert-base-uncased,roberta-base,roberta-large,Mittelwert
580509 — HCO Bulletin — Who Should Take Which Class  [B022-046].txt,510,17-10-24 14:51,0,0,1,0,0,0
580509 — HCO Bulletin — Who Should Take Which Class  [B034-036].txt,504,17-10-24 14:51,0,0,3,0,0,0
580522 — HCO Bulletin — Enemies of the PC  [B022-047].txt,273,17-10-24 14:51,0,0,1,0,0,0
580522 — HCO Bulletin — Enemies of the PC  [B034-037].txt,276,17-10-24 14:51,0,0,2,0,0,0
"580524 — HCO Bulletin — Comment on Beingness Processing, A  [B022-048].txt",6228,17-10-24 14:52,0,0,1,0,0,0
"580524 — HCO Bulletin — Comment on Beingness Processing, A  [B034-038].txt",6294,17-10-24 14:51,0,0,1,0,0,0
580528 — HCO Bulletin — Procedure for Certifying Clears  [B022-049].txt,1236,17-10-24 14:52,1,0,2,0,0,0
580528 — HCO Bulletin — Procedure for Certifying Clears  [B034-039].txt,1233,17-10-24 14:51,1,0,2,0,0,0
"580529 — HCO Bulletin (Special Bulletin) — Example of Clearing by Valences, An  [B022-051].txt",4433,17-10-24 14:51,0,0,0,0,0,0
"580529 — HCO Bulletin (Special Bulletin) — Example of Clearing by Valences, An  [B034-041].txt",4310,17-10-24 14:51,0,0,0,0,0,0
580529 — HCO Bulletin (Special Bulletin) — Standard Clear Procedure and an Experimental Road - Clearing by Valences  [B022-050].txt,7604,17-10-24 14:51,0,0,0,0,0,0
580529 — HCO Bulletin (Special Bulletin) — Standard Clear Procedure and an Experimental Road - Clearing by Valences  [B034-040].txt,7658,17-10-24 14:51,0,0,1,0,99,20
"580604 — HCO Bulletin — Correction of PC Admin, Directive & HASI London Administration Directive of June 1, 1958 on Purchase Orders  [B034-042].txt",619,17-10-24 14:51,0,0,1,0,0,0
580604 — HCO Bulletin — Running Valences  [B022-053].txt,1798,17-10-24 14:51,0,0,0,0,0,0
580604 — HCO Bulletin — Running Valences  [B034-043].txt,1800,17-10-24 14:52,0,0,1,0,0,0
580614 — HCO Bulletin — 20th ACC Training Procedure  [B022-062].txt,3750,17-10-24 14:51,0,0,1,0,0,0
580614 — HCO Bulletin — Standardization of Clear Processes for Guidance and Use of the HGCs  [B022-055].txt,1656,17-10-24 14:51,0,0,2,0,99,20
580614 — HCO Bulletin — Standardization of Clear Processes for Guidance and Use of the HGCs  [B034-044].txt,1657,17-10-24 14:51,0,0,2,0,99,20
580616 — HCO Bulletin — Hat Folders  [B022-056].txt,1755,17-10-24 14:52,1,0,3,0,99,20
580616 — HCO Bulletin — Hat Folders  [B034-045].txt,1755,17-10-24 14:52,1,0,3,0,99,20
580630 — HCO Bulletin — Procedure for Certifying Clears  [B022-057].txt,1347,17-10-24 14:52,0,0,3,0,3,1
580630 — HCO Bulletin — Procedure for Certifying Clears  [B034-046].txt,1366,17-10-24 14:52,0,0,1,0,0,0
580707 — HCO Bulletin — Contents and Coverage of HCA-HPA Course  [B022-058].txt,696,17-10-24 14:51,0,0,6,10,99,23
580707 — HCO Bulletin — Contents and Coverage of HCA-HPA Course  [B022-059].txt,634,17-10-24 14:52,0,0,5,4,99,21
580707 — HCO Bulletin — Contents and Coverage of HCA-HPA Course  [B034-047].txt,624,17-10-24 14:52,0,0,6,31,99,27
580709 — HCO Bulletin — Staff Clearing  [B022-060].txt,201,17-10-24 14:52,0,0,3,0,0,0
580709 — HCO Bulletin — Staff Clearing  [B034-048].txt,193,17-10-24 14:52,0,0,4,0,0,0
580712 — HCO Bulletin — Standardization of Clear Processes for Guidance and Use of the HGCs  [B022-061].txt,1511,17-10-24 14:52,0,0,1,0,98,19
580712 — HCO Bulletin — Standardization of Clear Processes for Guidance and Use of the HGCs  [B034-049].txt,1507,17-10-24 14:51,0,0,1,0,0,0
580714 — HCO Bulletin — 20th ACC Training Procedure  [B034-050].txt,3767,17-10-24 14:52,0,0,0,0,0,0
580714 — HCO Bulletin — 20th ACC Training Procedure  [B127-004].txt,3760,17-10-24 14:51,0,0,0,0,0,0
580715 — HCO Bulletin — Carrying On  [B022-063].txt,482,17-10-24 14:52,0,0,1,0,0,0
580715 — HCO Bulletin — Carrying On  [B034-051].txt,486,17-10-24 14:51,0,0,1,0,0,0
580725 — HCO Bulletin — Clearing Notes  [B022-064].txt,13331,17-10-24 14:52,0,0,1,0,0,0
580725 — HCO Bulletin — Clearing Notes  [B034-052].txt,13306,17-10-24 14:52,0,0,1,0,0,0
580725 — HCO Bulletin — Clearing Notes  [B144-003].txt,13510,17-10-24 14:52,0,0,1,0,0,0
580728 — HCO Bulletin — Clear Procedure  [B022-065].txt,6939,17-10-24 14:51,0,0,1,0,0,0
580728 — HCO Bulletin — Clear Procedure  [B071-013].txt,6916,17-10-24 14:52,0,0,1,0,0,0
580728 — HCO Bulletin — Command Sheet for HGC  [B034-053].txt,7036,17-10-24 14:51,0,0,1,0,0,0
"580729 — HCO Bulletin — Rock, The  [B022-066].txt",1594,17-10-24 14:52,0,0,1,0,0,0
"580729 — HCO Bulletin — Rock, The  [B034-054].txt",1597,17-10-24 14:52,0,0,2,0,0,0
"580730 — HCO Bulletin — Handling of Hubbard Communications Offices, The  [B022-067].txt",18237,17-10-24 14:52,51,0,2,1,99,30
"580730 — HCO Bulletin — Handling of Hubbard Communications Offices, The  [B034-055].txt",18188,17-10-24 14:52,0,0,1,0,98,19
"580804 — HCO Bulletin — Correction of HCO Bulletin of July 25, 1958 - (Clearing Notes of Mildred Deen)  [B021-043].txt",376,17-10-24 14:51,0,0,4,1,0,1
"580804 — HCO Bulletin — Correction of HCO Bulletin of July 25, 1958 - (Clearing Notes of Mildred Deen)  [B034-057].txt",379,17-10-24 14:51,0,0,1,0,0,0
580805 Issue 2R — HCO Bulletin — Rock Bracket  [B021-044].txt,1203,17-10-24 14:52,0,0,1,0,0,0
580805 Issue 2R — HCO Bulletin — Rock Bracket  [B034-058].txt,1208,17-10-24 14:52,0,0,1,0,0,0
580805 Issue 2R — HCO Bulletin — Rock Bracket  [B128-003].txt,1206,17-10-24 14:52,0,0,1,0,0,0
580810 — HCO Bulletin — ACC Auxiliary Procedure  [B021-046].txt,3829,17-10-24 14:51,0,0,1,0,0,0
580810 — HCO Bulletin — ACC Auxiliary Procedure  [B021-047].txt,3809,17-10-24 14:52,0,0,1,0,98,19
580810 — HCO Bulletin — ACC Auxiliary Procedure  [B034-059].txt,3770,17-10-24 14:52,0,36,0,0,0,7
580810 — HCO Bulletin — ACC Auxiliary Procedure  [B128-004].txt,3753,17-10-24 14:52,0,6,0,0,0,1
580820 — HCO Bulletin — Out of Sessionness  [B021-048].txt,1662,17-10-24 14:51,0,0,1,0,0,0
580820 — HCO Bulletin — Out of Sessionness  [B034-060].txt,1677,17-10-24 14:52,0,6,1,0,0,1
580820 — HCO Bulletin — Out of Sessionness  [B128-005].txt,1688,17-10-24 14:51,0,0,1,0,1,0
580820 — HCO Bulletin — Present Time Problem - Running Of  [B021-049].txt,2641,17-10-24 14:52,0,0,1,0,99,20
580820 — HCO Bulletin — Present Time Problem - Running Of  [B034-061].txt,2662,17-10-24 14:52,0,0,2,0,99,20
580820 — HCO Bulletin — Present Time Problem - Running Of  [B128-006].txt,2662,17-10-24 14:52,0,0,2,0,99,20
580825 — HCO Bulletin — Administrative Stable Data  [B021-050].txt,1582,17-10-24 14:51,0,0,0,0,2,0
580825 — HCO Bulletin — Administrative Stable Data  [B034-062].txt,1647,17-10-24 14:51,86,0,7,59,99,50
580827 — HCO Bulletin — Executives of Scientology Organizations  [B021-052].txt,23397,17-10-24 14:52,96,0,2,60,90,49
580827 — HCO Bulletin — Executives of Scientology Organizations  [B034-063].txt,23443,17-10-24 14:52,99,1,8,98,100,61
"580827 — HCO Bulletin — Model Hat for an Executive, A  [B021-051].txt",2374,17-10-24 14:51,11,0,1,2,95,21
"580827 — HCO Bulletin — Model Hat for an Executive, A  [B034-064].txt",2352,17-10-24 14:51,0,0,1,3,16,4
580828 — HCO Bulletin — Change Auditor's Code  [B021-053].txt,512,17-10-24 14:52,0,0,12,0,19,6
580828 — HCO Bulletin — Change Auditor's Code  [B034-065].txt,529,17-10-24 14:51,1,0,3,0,55,11
580828 — HCO Bulletin — Change Auditor's Code  [B128-007].txt,524,17-10-24 14:51,0,0,2,0,3,1
580903 — HCO Bulletin — HCA Course Examination  [B022-068].txt,779,17-10-24 14:51,0,0,2,0,0,0
580903 — HCO Bulletin — HCA Course Examination  [B034-066].txt,779,17-10-24 14:51,0,0,1,0,0,0
580911 — HCO Bulletin — Executives (Continued)  [B022-069].txt,6587,17-10-24 14:51,0,28,0,0,74,20
580912 Issue 2 — HCO Bulletin — Havingness - New Commands  [B022-071].txt,677,17-10-24 14:52,0,0,1,0,27,5
580912 Issue 2 — HCO Bulletin — Havingness - New Commands  [B034-068].txt,832,17-10-24 14:51,1,0,4,95,99,39
580912 Issue 2 — HCO Bulletin — Havingness - New Commands  [B071-014].txt,748,17-10-24 14:52,0,0,2,0,1,0
580912 — HCO Bulletin — Post Case Analysis Routine  [B022-070].txt,600,17-10-24 14:51,0,0,2,0,0,0
580912 — HCO Bulletin — Post Case Analysis Routine  [B034-067].txt,616,17-10-24 14:52,0,0,2,0,0,0
580912 — HCO Bulletin — Post Case Analysis Routine  [B128-008].txt,616,17-10-24 14:51,0,0,1,0,0,0
580915 — HCO Bulletin — More on Training Drill Two  [B022-072].txt,2501,17-10-24 14:51,0,0,1,0,0,0
580915 — HCO Bulletin — More on Training Drill Two  [B034-069].txt,2504,17-10-24 14:52,0,0,1,0,0,0
580919 — HCO Bulletin — Executives  [B034-070].txt,10008,17-10-24 14:51,0,0,1,0,4,1
"580919 — HCO Bulletin — Model Hat for an Executive, A  [B022-073].txt",10021,17-10-24 14:52,0,0,1,0,0,0
580920 — HCO Bulletin — Bulletin Board - Comm Center  [B022-074].txt,758,17-10-24 14:52,1,0,17,8,99,25
580920 — HCO Bulletin — Bulletin Board - Comm Center  [B034-071].txt,746,17-10-24 14:52,1,0,21,23,99,28
580921 — HCO Bulletin — Theory of Scientology Organizations  [B022-075].txt,12652,17-10-24 14:52,29,1,5,3,67,21
580921 — HCO Bulletin — Theory of Scientology Organizations  [B034-072].txt,12554,17-10-24 14:52,7,0,2,19,99,25
580929 — HCO Bulletin — Vital Training Data  [B022-076].txt,4056,17-10-24 14:52,0,0,1,0,0,0
580929 — HCO Bulletin — Vital Training Data  [B034-073].txt,4046,17-10-24 14:52,1,1,2,3,99,21
"581009 — HCO Bulletin — Correction of HCOPL of October 1, 1958  [B021-065].txt",444,17-10-24 14:52,0,0,28,0,1,5
"581009 — HCO Bulletin — Correction of HCOPL of October 1, 1958  [B034-075].txt",424,17-10-24 14:51,1,0,23,0,0,4
581025 — HCO Bulletin — Abbreviations  [B021-066].txt,402,17-10-24 14:51,0,0,3,0,0,0
581025 — HCO Bulletin — Abbreviations  [B034-076].txt,422,17-10-24 14:51,0,0,2,0,0,0
581027 — HCO Bulletin — How to Read Profiles on APA - Comparing Current Week Profile with Week Before  [B021-068].txt,1027,17-10-24 14:51,0,0,2,0,0,0
581027 — HCO Bulletin — How to Read Profiles on APA - Comparing Current Week Profile with Week Before  [B034-078].txt,1058,17-10-24 14:52,0,0,2,0,0,0
581027 — HCO Bulletin — How to Read Profiles on APA - Comparing Current Week Profile with Week Before  [B084-025].txt,1031,17-10-24 14:51,0,0,2,0,0,0
581027 — HCO Bulletin — HPA Courses for Staff  [B021-067].txt,511,17-10-24 14:52,1,0,2,0,0,0
581027 — HCO Bulletin — HPA Courses for Staff  [B034-077].txt,546,17-10-24 14:51,0,0,2,0,0,0
581027 — HCO Bulletin — HPA Courses for Staff  [B132-003].txt,530,17-10-24 14:52,0,0,2,0,0,0
"581103 — HCO Bulletin — American College of Personnel Efficiency, Dublin  [B022-077].txt",570,17-10-24 14:52,2,0,6,0,2,2
"581103 — HCO Bulletin — American College of Personnel Efficiency, Dublin  [B034-079].txt",561,17-10-24 14:51,2,0,5,0,2,1
581107 — HCO Bulletin — HPA Courses for Staff  [B022-078].txt,651,17-10-24 14:51,1,0,47,2,98,29
581107 — HCO Bulletin — HPA Courses for Staff  [B034-080].txt,648,17-10-24 14:51,0,0,40,34,55,25
581111 — HCO Bulletin — ACC Schedule  [B022-079].txt,645,17-10-24 14:51,3,0,20,0,87,22
581111 — HCO Bulletin — ACC Schedule  [B034-081].txt,747,17-10-24 14:51,2,0,11,1,99,22
581113 — HCO Bulletin — Training Drills  [B022-080].txt,2315,17-10-24 14:52,0,0,1,0,2,0
581113 — HCO Bulletin — Training Drills  [B034-082].txt,2358,17-10-24 14:51,0,0,0,0,0,0
581117 — HCO Bulletin — Clear Bracelets  [B022-081].txt,366,17-10-24 14:51,3,0,7,1,0,2
581117 — HCO Bulletin — Clear Bracelets  [B034-083].txt,375,17-10-24 14:52,2,0,5,0,0,1
581125 — HCO Bulletin — Step 6  [B022-082].txt,310,17-10-24 14:52,2,0,6,0,0,1
581125 — HCO Bulletin — Step 6  [B034-084].txt,305,17-10-24 14:52,2,0,6,0,0,1
581126 — HCO Bulletin — ACCs  [B022-084].txt,665,17-10-24 14:51,0,0,3,0,0,0
581126 — HCO Bulletin — ACCs  [B034-086].txt,668,17-10-24 14:52,0,0,3,0,0,0
581126 — HCO Technical Bulletin — Stable Data on Engram Running  [B022-085].txt,5549,17-10-24 14:51,0,12,0,0,0,2
581201 — HCO Bulletin — 'Permitted to Audit Engrams by Scientology Processes Are...'  [B022-087].txt,1891,17-10-24 14:51,0,0,1,0,0,0
581201 — HCO Bulletin — 'Permitted to Audit Engrams by Scientology Processes Are...'  [B034-087].txt,1807,17-10-24 14:51,0,0,2,0,0,0
581201 — HCO Bulletin — Actions to Start an HCO  [B022-088].txt,772,17-10-24 14:52,0,0,17,0,74,18
581201 — HCO Bulletin — Actions to Start an HCO  [PL050-016].txt,2755,17-10-24 14:51,0,99,1,0,79,35
581206 — HCO Bulletin — How to Run an Engram - Brief Summary for HGC Use  [B022-089].txt,2944,17-10-24 14:52,0,0,1,0,0,0
581206 — HCO Bulletin — How to Run an Engram - Brief Summary for HGC Use  [B034-088].txt,2966,17-10-24 14:52,0,0,0,0,0,0
581206 — HCO Bulletin — How to Run an Engram - Brief Summary for HGC Use  [B132-004].txt,2985,17-10-24 14:52,0,0,1,0,0,0
581207 — HCO Bulletin — Training Drill Change  [B022-090].txt,266,17-10-24 14:51,1,0,5,0,0,1
581207 — HCO Bulletin — Training Drill Change  [B034-089].txt,279,17-10-24 14:51,0,0,2,0,0,0
581216 — HCO Bulletin — Extension Course Curriculum  [B022-091].txt,5144,17-10-24 14:52,0,0,1,0,1,0
581216 — HCO Bulletin — Extension Course Curriculum  [B034-090].txt,5099,17-10-24 14:52,0,0,2,0,7,1
581217 Issue 2 — HCO Bulletin — Auditing ARC Breaks on Registrar and Assistant Registrar  [B022-095].txt,1185,17-10-24 14:52,0,0,2,0,0,0
581217 Issue 2 — HCO Bulletin — Auditing ARC Breaks on Registrar and Assistant Registrar  [B034-092].txt,1192,17-10-24 14:51,0,0,2,0,0,0
581217 — HCO Bulletin — Basic Postulate of Overt Act - Motivator Sequence  [B022-092].txt,965,17-10-24 14:51,15,0,10,0,21,9
581217 — HCO Bulletin — Basic Postulate of Overt Act - Motivator Sequence  [B022-093].txt,910,17-10-24 14:52,15,0,6,42,56,23
581217 — HCO Bulletin — Basic Postulate of Overt Act - Motivator Sequence  [B022-094].txt,917,17-10-24 14:52,33,0,24,17,82,31
581217 — HCO Bulletin — Basic Postulate of Overt Act - Motivator Sequence  [B034-091].txt,973,17-10-24 14:52,2,0,12,1,69,16
581220 — HCO Bulletin — Processing a New Mother  [B022-096].txt,3715,17-10-24 14:52,2,0,4,7,99,22
581220 — HCO Bulletin — Processing a New Mother  [B034-093].txt,3732,17-10-24 14:52,11,0,4,19,99,26
581222 — HCO Bulletin — New HGC Process - A New Straightwire  [B022-097].txt,5626,17-10-24 14:51,0,0,1,0,1,0
581222 — HCO Bulletin — New HGC Process - A New Straightwire  [B022-098].txt,5604,17-10-24 14:51,0,0,1,0,0,0
581222 — HCO Bulletin — New HGC Process - A New Straightwire  [B034-094].txt,5664,17-10-24 14:52,0,0,1,0,97,19
581222 — HCO Bulletin — New HGC Process - A New Straightwire  [B071-016].txt,5699,17-10-24 14:52,0,0,1,0,0,0
581226 — HCO Bulletin — BScn-HCS Course  [B022-099].txt,2200,17-10-24 14:52,0,0,1,0,93,18
581226 — HCO Bulletin — BScn-HCS Course  [B034-095].txt,2177,17-10-24 14:52,0,0,1,0,98,19
"581227 — HCO Bulletin — First First Dynamic Process, The  [B022-100].txt",1475,17-10-24 14:51,0,0,1,0,0,0
"581227 — HCO Bulletin — First First Dynamic Process, The  [B022-101].txt",1492,17-10-24 14:52,0,0,1,0,0,0
"581227 — HCO Bulletin — First First Dynamic Process, The  [B022-102].txt",1493,17-10-24 14:51,0,0,2,0,0,0
"581227 — HCO Bulletin — First First Dynamic Process, The  [B034-096].txt",1500,17-10-24 14:51,1,0,1,0,0,0
581228 — HCO Bulletin — Short Sessioning  [B022-103].txt,3707,17-10-24 14:52,0,0,1,0,0,0
581228 — HCO Bulletin — Short Sessioning  [B022-104].txt,3706,17-10-24 14:51,0,0,1,0,0,0
581228 — HCO Bulletin — Short Sessioning  [B034-097].txt,3712,17-10-24 14:52,0,0,1,0,0,0
581231 — HCO Bulletin — ACC Clear Procedure Change  [B022-105].txt,265,17-10-24 14:52,0,0,5,0,0,1
581231 — HCO Bulletin — ACC Clear Procedure Change  [B022-106].txt,309,17-10-24 14:52,0,0,7,0,0,1
581231 — HCO Bulletin — ACC Clear Procedure Change  [B034-098].txt,281,17-10-24 14:52,0,0,3,0,0,0
590101 — HCO Bulletin — Newsletter - Happy New Year  [B023-001].txt,4274,17-10-24 14:52,7,0,4,2,99,22
590101 — HCO Bulletin — Newsletter - Happy New Year  [B035-001].txt,4297,17-10-24 14:52,0,2,1,1,99,20
"590105 — HCO Bulletin — Suggestion for Promotion, A  [B023-002].txt",1837,17-10-24 14:51,2,0,2,0,13,3
"590105 — HCO Bulletin — Suggestion for Promotion, A  [B035-002].txt",1848,17-10-24 14:51,3,0,1,0,12,3
"590106 — HCO Bulletin — Change of HCO Policy Letter of 15 December, 1958  [B023-004].txt",339,17-10-24 14:52,0,0,2,0,0,0
"590106 — HCO Bulletin — Change of HCO Policy Letter of 15 December, 1958  [B035-003].txt",348,17-10-24 14:52,0,0,1,0,0,0
590106 — HCO Bulletin — Field Activities  [B023-003].txt,6886,17-10-24 14:52,7,2,3,34,99,29
590106 — HCO Bulletin — Field Activities  [B145-001].txt,7909,17-10-24 14:52,8,1,4,49,100,32
590110 — HCO Bulletin — HGC Allowed Processes  [B023-010].txt,4000,17-10-24 14:52,0,0,1,0,0,0
590110 — HCO Bulletin — HGC Allowed Processes  [B023-011].txt,4002,17-10-24 14:52,0,0,1,0,0,0
590110 — HCO Bulletin — HGC Allowed Processes  [B035-004].txt,3993,17-10-24 14:52,0,0,0,0,0,0
590111 — HCO Bulletin — 'An amusingly effective process...'  [B023-012].txt,335,17-10-24 14:52,5,0,11,30,14,12
590111 — HCO Bulletin — 'An amusingly effective process...'  [B023-013].txt,359,17-10-24 14:52,1,0,18,35,60,22
590111 — HCO Bulletin — 'An amusingly effective process...'  [B035-005].txt,402,17-10-24 14:52,1,0,10,28,43,16
590111 — HCO Bulletin — 'An amusingly effective process...'  [B071-017].txt,333,17-10-24 14:51,5,0,13,85,34,27
590111 — HCO Bulletin — 'An amusingly effective process...'  [B133-002].txt,337,17-10-24 14:51,0,0,1,0,0,0
590111 — HCO Bulletin — 'An amusingly effective process...'  [B133-003].txt,375,17-10-24 14:52,0,0,3,0,1,0
590112 — HCO Bulletin — Tone of Voice - Acknowledgement  [B023-014].txt,600,17-10-24 14:51,1,0,4,1,94,20
590112 — HCO Bulletin — Tone of Voice - Acknowledgement  [B023-015].txt,599,17-10-24 14:51,1,0,3,1,65,14
590112 — HCO Bulletin — Tone of Voice - Acknowledgement  [B023-016].txt,667,17-10-24 14:52,3,0,62,51,99,43
590112 — HCO Bulletin — Tone of Voice - Acknowledgement  [B035-006].txt,660,17-10-24 14:52,1,0,2,0,90,18
590112 — HCO Bulletin — Tone of Voice - Acknowledgement  [B071-018].txt,592,17-10-24 14:52,1,0,1,0,5,1
590118 — HCO Bulletin — ACC Preparatory Processes for Running Engrams  [B023-022].txt,3069,17-10-24 14:51,2,0,1,0,99,20
590118 — HCO Bulletin — ACC Preparatory Processes for Running Engrams  [B035-007].txt,3099,17-10-24 14:52,0,0,1,0,28,5
590119 — HCO Bulletin — New HCA-HPA Course  [B023-023].txt,2328,17-10-24 14:51,0,0,1,0,2,0
590119 — HCO Bulletin — New HCA-HPA Course  [B035-008].txt,2100,17-10-24 14:52,0,5,1,0,0,1
590120 — HCO Bulletin — ACC Preparatory Process Schedule for Running Engrams  [B023-024].txt,3325,17-10-24 14:51,0,0,1,0,86,17
590120 — HCO Bulletin — ACC Preparatory Process Schedule for Running Engrams  [B035-009].txt,3344,17-10-24 14:52,0,0,0,0,0,0
590120 — HCO Bulletin — ACC Preparatory Process Schedule for Running Engrams  [B133-001].txt,3368,17-10-24 14:51,0,0,1,0,60,12
590122 — HCO Bulletin — Not-Is Straightwire  [B023-025].txt,2115,17-10-24 14:52,0,0,1,0,0,0
590122 — HCO Bulletin — Not-Is Straightwire  [B035-010].txt,2138,17-10-24 14:51,0,0,0,0,0,0
590122 — HCO Bulletin — Not-Is Straightwire  [B133-004].txt,2149,17-10-24 14:52,0,0,1,0,0,0
590122 — HCO Bulletin — Not-Is Straightwire  [B144-004].txt,2115,17-10-24 14:52,0,0,1,0,19,4
590124 — HCO Bulletin — Scientology Axiom 58  [B023-026].txt,529,17-10-24 14:52,32,0,80,9,71,38
590124 — HCO Bulletin — Scientology Axiom 58  [B035-011].txt,579,17-10-24 14:52,10,0,27,25,96,31
590124 — HCO Bulletin — Scientology Axiom 58  [B133-005].txt,558,17-10-24 14:51,63,0,67,97,99,65
